id_artista,nombre,genero_musical,pais,cache_eur,email_manager,telefono
art-0092,Trueno,Metall,Chile,"(<function limpiar_valor_numerico at 0x00000190306BF560>, '240.513')",trueno@hotmail.com,677149951
art-0059,Tormenta,SALSA,Cuba,"(<function limpiar_valor_numerico at 0x00000190306BF560>, '283,157')",tormenta@outlook.com,611631697
art-0126,Nadir,POP,Reino Unido,"(<function limpiar_valor_numerico at 0x00000190306BF560>, '232844€')",nadir@yahoo.es,+34 605047559
art-0116,Cascabel,pop,Brasil,"(<function limpiar_valor_numerico at 0x00000190306BF560>, '279,125')",cascabel@outlook.com,676 181 117
art-0070,Cascada,Reggaetón,Colombia,"(<function limpiar_valor_numerico at 0x00000190306BF560>, '290,402')",,694886005
art-0163,Yunque,Electrónica,Italia,"(<function limpiar_valor_numerico at 0x00000190306BF560>, '178009€')",yunque@musica.es,677412924
art-0008,Ecos Del Sur,R & B,Perú,"(<function limpiar_valor_numerico at 0x00000190306BF560>, '211.325')",ecos.del.sur@hotmail.com,686282
art-0084,Órbita,Tekno,Cuba,"(<function limpiar_valor_numerico at 0x00000190306BF560>, '216364')",correo@,687-512-508
art-0199,Jacinto,Flamenko,Colombia,"(<function limpiar_valor_numerico at 0x00000190306BF560>, '117753')",jacinto@gmail.com,633220
art-0102,Terracota,Metal,Perú,"(<function limpiar_valor_numerico at 0x00000190306BF560>, '114911')",terracota@hotmail.com,+34 648140388
art-0153,Opalo,ELECTRONICA,México,"(<function limpiar_valor_numerico at 0x00000190306BF560>, '124729')",opalo@yahoo.es,+34649790013
art-0158,Tótem,regueton,Cuba,"(<function limpiar_valor_numerico at 0x00000190306BF560>, '260009€')",@dominio.com,608824561
art-0197,Helecho,flamenco,España,"(<function limpiar_valor_numerico at 0x00000190306BF560>, '37185€')",helecho@outlook.com,+34 697 883 579
art-0155,QUIMERA,FOLK,Estados Unidos,"(<function limpiar_valor_numerico at 0x00000190306BF560>, '203.892')",quimera@gmail.com,693144
art-0088,Crisálida,Reggaetón,Brasil,"(<function limpiar_valor_numerico at 0x00000190306BF560>, '48384')",crisalida@gmail.com,+34 603885234
art-0020,Dani Flow,reggaeton,Argentina,"(<function limpiar_valor_numerico at 0x00000190306BF560>, '282168')",dani.flow@outlook.com,673 863 413
art-0060,Acorde Final,ska,Reino Unido,"(<function limpiar_valor_numerico at 0x00000190306BF560>, '128854€')",acorde.final@musica.es,624406
art-0112,Brisas Del Norte,METAL,Brasil,"(<function limpiar_valor_numerico at 0x00000190306BF560>, '196374')",brisas.del.norte@musica.es,+34 656765623
art-0026,Los Caminantes,CUMBIA,Brasil,"(<function limpiar_valor_numerico at 0x00000190306BF560>, '165,722')",los.caminantes@outlook.com,+34 609736572
art-0014,Vibra Tropical,FOLK,España,"(<function limpiar_valor_numerico at 0x00000190306BF560>, '59650€')",vibra.tropical@yahoo.es,609289546999
art-0089,Marejada,jazz,Cuba,"(<function limpiar_valor_numerico at 0x00000190306BF560>, '30422')",marejada@yahoo.es,624-166-826
art-0191,Los Bohemios,FOLK,Chile,"(<function limpiar_valor_numerico at 0x00000190306BF560>, '84737')",los.bohemios@musica.es,+34639599276
art-0129,Quarzo,flamenco,Italia,"(<function limpiar_valor_numerico at 0x00000190306BF560>, '91470')",correo@,+34654864099
art-0021,Raíces,rock,Italia,"(<function limpiar_valor_numerico at 0x00000190306BF560>, '284423')",raices@gmail.com,+34 653826716
art-0186,Vulcano,Ska,Brasil,"(<function limpiar_valor_numerico at 0x00000190306BF560>, '152,764')",vulcano@gmail.com,672920556999
art-0177,Magnolia,reggaeton,España,"(<function limpiar_valor_numerico at 0x00000190306BF560>, '232231')",magnolia@hotmail.com,+34 663297813
art-0203,NEPTUNO,HipHop,Venezuela,"(<function limpiar_valor_numerico at 0x00000190306BF560>, '76109')",neptuno@musica.es,698-678-498
art-0036,Los Indomables,Reguetón,España,"(<function limpiar_valor_numerico at 0x00000190306BF560>, '102255')",los.indomables@yahoo.es,+34671969657
art-0190,Zarzamora,Indie,Argentina,"(<function limpiar_valor_numerico at 0x00000190306BF560>, '235218')",zarzamora@yahoo.es,608 338 186
art-0194,Efímero,rock,República Dominicana,"(<function limpiar_valor_numerico at 0x00000190306BF560>, '288,125')",efimero@hotmail.com,0034615601471
art-0099,Selva,cumbia,Argentina,"(<function limpiar_valor_numerico at 0x00000190306BF560>, '248189')",@dominio.com,694096984
art-0085,Resaca,Folk,España,"(<function limpiar_valor_numerico at 0x00000190306BF560>, '67189')",resaca@musica.es,+34 661327848
art-0139,Los Alquimistas,Electronica,República Dominicana,"(<function limpiar_valor_numerico at 0x00000190306BF560>, '230361')",-,0034650192261
art-0174,Jazmín,SALSA,Brasil,"(<function limpiar_valor_numerico at 0x00000190306BF560>, '157884')",jazmin@musica.es,+34602232974
art-0100,Mantra,Kunbia,Francia,"(<function limpiar_valor_numerico at 0x00000190306BF560>, '62171€')",mantra@gmail.com,+34 618 208 520
art-0218,Los Satélites,Kunbia,Portugal,"(<function limpiar_valor_numerico at 0x00000190306BF560>, '126.460')",@dominio.com,615228
